content,score,Label
"Bener2 sangat mengecawakan hri ini,,,saya pesan tiket bis jadwal keberangkatan yg harusnya jam 8 mlm jdi jam 10 mlm dan disamping itu crew nya mencari penumpang laen lgi,,, Tolong di perbaiki kembali dan di kaji ulang untuk PO bus yg terdaftar di traveloka yg bener2 tidak konsisten sesuai jadwal keberangkatan,,,",1,Negatif
"Tidak ada nomor telepon pihak hotel, beberapa hotel malah zonk alias tidak aktif lagi",2,Negatif
"Sangat membantu dan praktis ketika kita membutuhkan transportasi utk bebergian, hiburan dan kebuthan lain yg tidak ribet..thanks traveloka..",4,Positif
"Untuk modif pesanan tiket pesawat (+bagasi) bagus juga,tapi kog tidak sekalian beli kursi dimasukkan dalam program modif itu...😁",5,Positif
"Belakangan ini Sudah dua kali saya lakukan transaksi, namun penolakan sepihak dari dari traveloka. Transaksinya berhasil namun tiketnya tidak keluar. Dan saya coba confirmasi ke traveloka prosesnya rumit dan harus melapor ke bank bersangkutan. Klo memang pemesanan gagal tolong di informasikan dan pihak traveloka harus bertanggung jawab untuk mengembalikan uang consumen.",1,Negatif
Saya berterimakasih dg Traveloka.karena saya mencari tiket semakin lebih mudah. Bahkan ada discon lagi. Pokoknya TOPlah,5,Positif
"Saat saya sedang diluar kota dn sya khilangan kartu atm saya,traveloka lah yg membantu saya bisa menginap nyaman di hotel dn bisa beli tiket kereta api dgn paylater.. trims traveloka ^^",5,Positif
Kadang harga lebih mahal dibanding reservasi langsung di hotel. Point sy jg terkadang g nambah nambah..,4,Positif
Dear travel loka ko untuk pemesenan bus ko gk sesuai yah sma d map nya .. Sya pesen d jakarta tpi kenapa harus ke bandung yah padahal alamat agen nya d jakarta selatan tpi ini kenapa harus kr bandung yah ko map nya gk jelas sih .. Kecewa sya .. Sma pelayanan travel loka gak sesuai,1,Negatif
Saya paling nyaman menggunakan travelokal sukses selalu travelokal.,5,Positif
Lebih dipermudah bayarnya selain bank bni saja....bank lainnya juga bisa pake debit card dengan aktivasi kode nomor hp aktif,4,Positif
"Sy sdh langganan pakai traveloka bertahun2 krn sy sering tugas luar kota, slm ini tdk ada msalah, sangat2 membantu, tp kali ini sy kecewa sekali , krn sistem tdk bs refund dan tdk bs reschedule, siang ni sy salah pesan hotel 2 kamar utk mlm ni, seharusnya sy pesan di citismart hotel pekanbaru, krn buru2 sy salah pilih citismart BSD Tangerang, dan lgsng bayar ,memang kesalahan sy, sy sdh cb hub traveloka utk bs refund wlpn dipotong brp % tp tdk bs sm sekali, maaf sy harus berhenti pakai traveloka",1,Negatif
Kenapa antara harga tiket dan pas waktu pembayaran gk sama. Semua ny naik 100rb. Karena bookingan sebagian sudah masuk. Mau gk mau ak harus booking tiket dan lakukan pembayaran. Bayangkan berapa kerugian... Saya ad bukti tranfer ny... Saya booking 14 orang. Kesal marah jadi 1. Mohon info ny. Bujan ny untung malah buntung.,1,Negatif
Pak kalau boleh tau setelah pembayaran lewat alfa atau indomaret selanjutnya ke apa??? Soalnya saya masih baru mau beli tiket sebelum belumnya perusahaan nya yang beli. Mohon bantuannya,5,Positif
"The best aplikasi paling top, perjalanan paling mudah dan menyenangkan",5,Positif
Aplikasi tidak jelas. Kita sudah boking. Sampai di hotel malah kamar habis. Biaya transportasi kita menuju ke hotel itu gk sedikit. Sangat mengecewakan,1,Negatif
Semenjak di update aplikasi jadi lemot.... Banyak fitur yg tidak bisa dibuka. Padahal jaringan internet sangat baik,1,Negatif
"KECEWA BGT SAMA TRAVELOKA! akhir tahun 2019 pesen penginapan di sleman jogja. dan bisa bayar ditempat. langsung booking & berhasil. janjian cek in jam 10 mlm. pas sampe tempat penginapan katanya sudah full dari siang. mana sampe jogja udh malem. pas bilang ke pengurusnya ""tapi saya udh booking dan berhasil kok di traveloka"" dia cuma bilang ""maaf bgt ya mba tapi sudah penuh dari siang"" laaah gimana sih TRAVELOKA!!! alhasil nyari² penginapan lain lagi dadakan mlm² di jogja LANGSUNG HAPUS APP!",1,Negatif
"waaahhh. . rencana mau booking hotel dn pesen tiket pesawat melalui traveloka serem lihat ulasan2 pengguna. . mending ga usah di lanjutin pake traveloka deh, dan uninstall aja dr pda jdi korban selanjutnya",1,Negatif
"Promo nya udah ga kaya dulu,sekarang banyak promo yg ga masuk akal buat konsumen, karena harus ada minimum transaksi pake kredit kard jg, yg ga sesuai sama harga tiket yg sering kita pakai,contoh lion air yg paling banyak itu udah ga mungkin dapet promo kan, ayok dong buat customer setia kek kita di lebih baikan lagi promo2 yg masuk akal terutama untul peswat,tetep *5",5,Positif
"Sangat sangat mengecewakan dan slamat tinggal traveloka pindah aplikasi lain sja sy. Pmbelian tiket travel 2 orang dari malang tujuan kediri jam jemput 12:15 tpi smpek sore gk di jemput jga dri pihak travel CV. Gading Trans di hubungi gk aktif di wa gk masuk. Dilaporkan ke pihak traveloka tapi malah gk ada tanggung jawab hanya dijawab kami akan mengkonfirmasi ke pihak CV. Gading Trans gitu"" aja trus dan malah mengelak klo dri CV sudah mengakomodasi nya padhal gk ada sampek bosen bales saya😡👎",1,Negatif
"Sangat puas dengan traveloka, tidak pernah ada halangan apapun.",5,Positif
Harusnya paylater bsa di akses oleh smwa provinsi... Tdk pilih pilih...pdhl kepulauan identik dgn penerbangan.. masa ggl hnya krna tggl di kepri.. ngg di jawa.medan dl. Pdhl kmi bth akses mudah dgn ciciln agar bsa menikmati travel ke pulau lain.. smoga traveloka bsa bijak untuk memilih yg mna yg di butuhkn msyaraktya,3,Netral
Saldo udh berkurang buat transfer. Tapi belum dpt konfirmasi. Gimana mau uplod bukti pembayaran. Gimana ini uang saya,3,Netral
"Meski banyak aplikasi saingan bermunculan, tapi Traveloka tetap terbaik dari dulu. Fitur paylater sangat-sangat membantu 😊",5,Positif
Mempermudah dlm memenuhi kebutuhan transportasi khususnya pesawat terbang.,4,Positif
"Pertama kali beli ticket diexperience traveloka sangat amat mengecewakan Tdk ada pemberitahuan tempatnya tutup dan ticket hanya valid hari ini Sdh minta tolong di costumer service utk menyelesaikan masalah, mereka hanya bilang tdk bs diganti Saya kecewa membayar ticket yg tdk bisa sy pakai dan itu bukan karna kesalahan saya tp dr pohak traveloka tdk memberitahu tempat itu tutup hr ini Terimakasih traveloka karena telah memakan n mengecewakan saya.",1,Negatif
"Kok mau bikin paylatter,susah bgt, ud fotoin ktp nya, udah jelas2 gk buram ud ikutin petunjuk kok msh d blg buram gk bs di verifikasi smp berulang2 msh gt jg..aneh.",2,Negatif
"Parah.. penipuan sudah top up 500rb tapi sampai hari ini uang blm masuk ,,pihak Traveloka tidak ada tanggung jawabnya sama sekali..hati2 yang pada top up jgn top up disini bahaya",1,Negatif
Saya mau tanya kenapa saya mengajukan playlater ditolak di apk traveloka padahal saya belom pernah mengajukan di apk ini.. Tolong di tutup datanya atas nama suharni.. Trimakasih,2,Negatif
"Banyak Hotel yg tidak sesuai dengan images yg di pampang, seharusnya hotel yg bekerjasama harus mengupdate images fasilitas, tempat dan sarana yg lainnya setiap 1Minggu sekali, agar tdk banyak konsumen yg dirugikan",1,Negatif
Bisa di gunakan setiap saat menghemat waktu dan tenaga,5,Positif
Utk daftar ke traveloka pay later sulit bgt. Pdhl KTP udh di foto sedemikian rupa ttp aja ga kebaca. Kecewa,2,Negatif
Pesanan tidak sesuai...pihak trveloka melempar ke agent lain tanpa memberitahukan spesifikasi yang di pilih client saat awal... Dan tidak ada pemberitahuan..... Uninstall ...... Mengecewakan sekali....!!!,1,Negatif
"Ini aplikasi traveloka kenapa dah? Untuk buka pilihan asuransi nya nggak bisa sama sekali, begitu di klik selalu balik ke beranda awal, udah di update ga ada perubahan tetap seperti itu..",1,Negatif
"Penggunaan Paylater dibatasi dan tidak semua pengguna bisa pakai metode tersebut, seharusnya semua bisa menggunakan metode tersebut dan pasti akan menambah peminat traveloka. Jika verifikasi jangan melihat dari bberapa faktor saja, dan semoga ke depan semua kalangan juga bisa menikmati metode tersebut.",1,Negatif
"Halo traveloka, duh mengecewakan sekali saat booking kamar di salah satu hotel dan ternyata bookingan kamarnya gagal akhirnya di pindahkan ke hotel lain namun saat sampai di hotel ternyata kualitasnya amat sangat mengecewakan 😣",1,Negatif
"Saya sangat suka dengan pelayananya, kemarin pernah kejadian saya salah transfer ke rekening traveloka karena daftar rekening traveloka yang belum dihapus di MBCA mobile saya lalu saya menghubungi pihak customer servicenya pada jam 12 malam dan gak lama kemudian pihak costumer service membalas email saya dan mendengarkan keluhan saya dan siang harinya uang yang saya transfer ke rekening traveloka karena kelalaian saya sudah kembali kerekening saya, terimakasih traveloka sya kagum dgn pelayananya",5,Positif
Saya sering pakai traveloka kalau mau bepergian naik pesawat..banyak diskonnya loh.. Pokoknya mantap deh traveloka,5,Positif
Udah pesan booking hotel tgl 15 jan hri udah last minutes ternyata pas checkin ga bisa.. solusinya nyari hotel lain.. parah ga bisa nyelesain permasalahan saya..terlalu banyak janji,1,Negatif
Kecewa? kenapa sekarang air asia dari johor bahru malaysia ke surabaya indonesia tidak ada lagi sangat di sayangkan berharap bisa ada lagi kerna sangat membantu. Terimakasih,5,Positif
Aplikasi yg sangat care sama customer.... Terimakasih Traveloka sangat membantu saya....,5,Positif
Buat CEO.. kpan trafeloka di tambah jual beli barang.. biar makin enak dan efisien.. kyaknya ok jga klo di tambah jual beli barang.barang..,5,Positif
Sistem managemennya masih kacau. Penerbangan saya telat. Ikut penjemputan dan antar malah gak di jemput malah hangus. Kacau..,1,Negatif
Saya kecewa atas ketidaknyamanan data pribadi sy di Traveloka daligunakan secara sepihak tanpa konfirmasi ke saya.,1,Negatif
Selalu memuasskan. Sudah sering pake traveloka tidak pernah ada kendala. Tingkatkan terus pelayanan yg seperti ini. Saran saya lebih diperbanyak lagi untuk pilihan hotelnya.,5,Positif
"Aneh, knp gk bs dipasang. Prangkat tidak kompatibel android nougat.",1,Negatif
SEmoga makin jaya buat traveloka . Tidak takut jajan soalnya ada promo dari traveloka hehehe,5,Positif
"Saya tdk recomended dengan aplikasi ini, punya pengalaman yg mengecewakan, saya salah nyantumin tgl check in hotel, uang saya hilang sia2... Ga da solusi, rugi sangat...sudah komplen ke CS traveloka,ga ada solusi,masukanya sih harus nya maslah kaya gni pihak traveloka bisa menghandel dan memberikan solusi terbaik spya dri customer tidak d rugikan, ini solusinya""mohon maaf pak"",fatal kata maaf untuk bentuk apapun yg berbisnin di bidang jasa...",1,Negatif
"Ya Tuhan.Aplikasi ini smg scptnya bangkrut krn byk keganjilan yg menipu konsumen. Kk sy pesen tiket pesawat mo reschedule ke tgl lain tp dpt email e-tiket msh d tgl yg sama cm ganti kode booking aja, pdhl uang udh kepotong 200rb (kl rescdl di web citilink cm 80rb). Bayangkan kl harus reschedule ato refund lg bakalan kepotong lagi 200rb ato lbh. Buat temen2 hrs berhati2 ketika beli. Untuk owner aplikasi dan yg pihak2 yg ada d dlmnya jg,uang yg d dpt dg cara tdk fair = tdk halal,semoga cpt sadar.",1,Negatif
Sangat mengecewakan sekali Traveloka. saya mesan tiket dan bagasi 20kg lalu saya reschedule 1 hari sblm keberangkatan. di poin syarat dan ketentuan reschedule flight tidak ada di jelaskan bahwa untuk penerbangan yg telah d reschedule bagasi nya hangus tapi nyatanya bagasi saya untuk penerbangan stlh d reschedule hangus. akibat kebijakan Traveloka yang sanggat tidak jelas dari syarat ketentuan yg tidk d cantumkan pada poin.. saya merasa sanggat di rugikan sekali ini namanya PENIPUAN.....,1,Negatif
"Fiturnya lengkap, pilihan pembayaran juga banyak mantap dah",5,Positif
"Saya sangat kecewa sekali dengan traveloka Saya pesan untuk penerbangan tgl 21 jam 12.20 setelah itu saya refund tgl 20 karna ada anak saya demam Setelah itu tgl 20 malem anak saya sudah sehat Saya berfikir meNGURUNGKAN niat untuk refund Saya menelfon pihak CS Traveloka Bilang untuk mengurungkan refund dan klo memang di haruskan pindah jam penerbangan dan kenak biaya saya gpp,,, Tapi jawaban malah gak bisa Saya kecewa sekali,padahal uang refund juga belum di terima harusnya kan masih bisa proses",1,Negatif
Sangat membantu mencari tiket dan hotel dalam perjalanan,5,Positif
Tolong treveloka sedikit bijak. Bagasi pindah persawat tak ada pemberitahuan kapan pengambilan saat transit. Tas koper saya ketinggalan di jakarta gara2 transit ngak ada aba2 dan pemberitahuan,1,Negatif
"Kemarin saya mau pesan tiket konser one ok rock di jakarta. Pesan dr pagi jam 10 servernya error terus. Saya coba ulangi pemesanan tiap 15mnt. Tp tetap saja gagal sampai jam 5 sore. Dan pas sy coba pesan lg jam 6 sore tiket sudah habis, alhasil saya batal membeli tiket. Sangat mengecewakan.",1,Negatif
"Pesan kamar dengan pilihan Saat ini dan setelah transfer orderan berubah ke siang nanti, disuruh nunggu 1 jam buat konfirmasi ke pihak hotel yg kerjasama dengan OYO dan gak ada hasil. AUTO UNINSTALL",1,Negatif
"Pembelian tiket yang sangat cepat respon,dan memberi pelayanan yang baik,saya sering beli tiket pesawat disini tapi sering ganti email jd transaksi baru lagi,semangat trus traveloka",5,Positif
Aplikasi yg amat sangat membantu untuk traveling kemana pun.. i love traveloka,5,Positif
"Gampang mengaksesnya, gampang eksekusinya, gampang semuanya",5,Positif
"selalu setia dengan traveloka, yang mau saya pertanyakan kenapa sya tdk bisa melihat stts penerbangan pesawat yg suami sya tumpangi, apakah biasanya seperti itu atau bagaimana. terimakasih",5,Positif
"Mungkin bisa ditambah fitur pembayaran dengan mitra E-money yang lain , seperti Ovo , dana atau yang lainnya , bukan apa² buat lebih lengkap aja fiturnya , terutama di pembayaran",3,Netral
"Traveloka kenapa saya belum bisa menikmati paylater, padahal saya sudah lama bertransaksi dan membili tiket sejak 2013 saya mengginakan traveloka",5,Positif
Kenapa skrg cek status penerbangan untuk lion air atau wings air tidak bisa ya??,3,Netral
Mengecewakan saya sebagai konsumen tetap no reward sama sekali saya ingin melakukan cancel karena faktor alam bukan faktor manusia yg kita sendiri tau bencana besar diawal januari 2020 yg seharusnya ada kebijakan diluar aturan krn alasan yg kuat tapi tidak bisa dicancel sama sekali krn pemesanan hny bisa dilakukan dgn timer booking diharuskan dibayarkan saat itu jg tdk memakai cara pembayaran batasan waktu jeda yg wajar tdk seperti aplikasi tetangga sebelah msh ada batas kewajaran,1,Negatif
"Trnyata trvlka skg bnyk mengecewakan ya, smua komen yg sy baca sgt mirip dg kejadian yg sy alami. Booking hotel dr bln Juni'19 u/ tgl 31 des'19, kenyataannya pihak hotel bilang kalau sdh overbooking (dr OYO, saran aja jgn pilih hotel yg kerjasama dg OYO). Lalu sy komplain ke trvlka katanya akn sgra memberikan gnti hotel yg terdekat, tp nyatanya sampai sy pulang, tdk ada tuh ganti hotel, yg ada sy cari ganti hotel sendiri. Akhirnya jln trakhir ya refund. Terpaksa hrs ganti apk lain yg lbh jelas!",1,Negatif
Kenala aplikasi selalu gangguan ya? Kemarin mau cari tiket kereta system gangguang. Skrg mau bayar tagihan air dan listrik system gangguan lagi. Haduuh,5,Positif
Sangat memudahkan untuk mengecek jadwal dan harga penerbangan ...mohon discountnya lebih baik lagi...,5,Positif
"Pengajuan refund tidak sesuai dengan kesepakatan awal (tgl 4 Januari) yang harusnya tanpa pinalty & hanya dikurangi biaya administrasi. Tapi tiba-tiba dapat notifikasi (16 Januari) dapat pinalty, alasannya dari pihak maskapai. Padahal ketentuan refund yang ada hanya dikurangi biaya administrasi saja.Traveloka makan uang HARAM woy! CUKUP SAMPAI SINI SAYA PAKAI TRAVELOKA, PADAHAL SUDAH SANGAT LAMA PAKAI TRAVELOKA. SAMA SEKALI GAK RECOMMENDED UNTUK DIINSTAL!!",1,Negatif
Gokkks banget lah travelokaa ...tapi sayang si paylater nya belum bisa buat transaksi pulsa / paket data ..sangat di sayangkan,5,Positif
"Untuk beli tiket pesawat oke sih, tapi kereta not, hari ini pilih kursi ternyata ga ke save dan ga ada tombol savenya akhirnya duduk nya kepisah 😭😭, cukup kecewa sih mungkin bisa di cek lagi UI nya aku pertama kali pake ka traveloka cukup kecewa sih 😭😭",4,Positif
Dengan ada nya traveloka semua menjadi lbih mudah jg terjamin.. 👍👍👍,5,Positif
3kali saya beli tiket cinepolis..uang sudah di tarik dan berhasil. Tapi anehnya di cinepolis nya tak ada tiket saya..,3,Netral
